house_id,area_sqft,bedrooms,bathrooms,stories,garage_spaces,age_years,distance_to_center_km,neighborhood,has_pool,has_garden,school_rating,crime_index,renovated,price
350,1395,2,2,1,2,15,7.3,Riverside,0,0,9,9.2,0,243800
351,3251,2,1,1,0,32,15.2,Riverside,0,1,5,5.0,0,381700
352,2890,2,2,2,1,35,0.7,Downtown,0,1,6,3.7,0,414700
353,1688,4,2,2,0,49,3.0,Downtown,1,1,1,5.9,0,270300
354,540,3,2,2,1,38,3.0,Downtown,0,0,8,5.7,0,145500
355,1754,4,2,1,2,28,2.2,Downtown,0,1,2,5.0,0,281300
356,1840,4,2,2,1,2,9.3,Lakeside,1,0,5,2.8,0,365300
357,535,3,3,2,2,27,1.7,Riverside,1,1,9,3.1,1,193100
358,1841,2,1,2,2,46,7.7,Hillcrest,0,0,7,8.3,0,242600
359,1690,5,3,1,0,31,7.3,Riverside,0,0,10,6.5,0,264600
360,1368,4,3,2,1,31,1.7,Green Valley,1,1,3,9.0,0,310400
361,2145,4,4,2,2,5,2.4,Green Valley,0,1,4,4.1,1,404300
362,2353,5,4,3,1,1,8.1,Hillcrest,0,0,10,4.4,0,371000
363,1533,3,2,1,1,39,6.8,Riverside,0,0,1,4.6,1,203400
364,1926,3,3,2,3,39,1.1,Old Town,0,1,6,5.7,0,269800
365,1440,3,2,2,1,48,2.7,Green Valley,0,1,7,4.4,0,240300
366,1367,3,3,2,3,47,3.1,Green Valley,0,1,6,4.8,0,277300
367,1844,3,2,1,2,48,6.9,Downtown,0,0,1,1.4,0,260300
368,2088,4,3,2,1,39,1.2,Hillcrest,0,1,3,4.1,0,291900
369,1490,4,3,2,0,13,6.0,Riverside,0,0,4,6.5,0,244700
370,582,2,2,2,1,16,4.9,Hillcrest,0,1,8,5.5,1,147200
371,2122,4,4,1,2,37,13.0,Hillcrest,0,1,4,6.5,1,301500
372,922,2,2,2,3,59,19.5,Old Town,0,1,9,6.0,0,107400
373,1867,2,2,1,2,12,7.8,Old Town,1,1,6,4.6,1,272300
374,2778,3,3,2,2,40,8.6,Lakeside,0,0,10,5.4,1,468700
375,1791,4,2,1,1,20,0.8,Old Town,0,0,1,7.2,1,253200
376,1146,3,2,1,2,7,3.5,Green Valley,0,0,1,7.9,0,187200
377,996,4,4,2,0,47,1.6,Riverside,1,1,8,3.9,1,243800
378,2444,4,4,2,2,37,0.5,Riverside,0,0,2,4.6,0,340200
379,1791,4,4,1,1,24,1.6,Lakeside,1,1,5,5.9,1,381300
380,2097,3,3,2,2,8,8.0,Old Town,0,0,6,10.0,0,240200
381,2309,6,6,1,0,59,23.4,Old Town,0,0,8,9.1,0,227400
382,1773,4,3,3,0,34,20.7,Riverside,0,0,2,9.0,1,241500
383,1630,2,1,2,2,25,4.8,Old Town,0,1,1,2.8,0,178000
384,1279,4,3,1,1,42,8.4,Riverside,0,0,7,5.0,0,238400
385,500,3,3,2,2,0,9.0,Lakeside,0,0,5,3.2,1,224600
386,965,4,4,2,3,28,11.6,Riverside,0,0,10,5.1,0,216900
387,1762,4,4,1,2,50,2.5,Green Valley,0,1,9,2.1,1,323200
388,1704,5,4,2,1,27,0.8,Riverside,0,1,10,7.3,1,338800
389,2022,5,3,1,1,25,5.9,Old Town,1,1,10,6.7,1,293600
390,1730,4,2,2,2,20,0.7,Lakeside,0,1,3,3.8,0,344200
391,1888,4,4,1,0,30,20.6,Downtown,0,1,1,1.4,1,274400
392,2233,2,1,2,3,43,1.4,Green Valley,0,1,1,4.3,0,299500
393,1313,4,3,1,2,55,5.0,Downtown,0,1,6,2.1,0,219900
394,1642,4,4,1,2,37,26.7,Riverside,0,0,7,5.4,0,205000
395,916,5,3,2,2,25,5.1,Lakeside,0,1,3,7.8,0,197900
396,2335,4,4,2,1,56,0.5,Riverside,1,1,8,4.2,0,345400
397,1821,4,3,1,2,17,9.0,Downtown,1,0,8,1.1,0,354800
398,2069,4,4,3,2,36,10.9,Green Valley,1,1,9,4.4,1,384400
399,2648,4,4,1,0,51,1.2,Green Valley,0,1,10,3.2,1,410800
400,2394,3,2,1,1,47,10.7,Lakeside,0,1,9,9.3,0,341800
401,1767,6,4,2,2,22,12.5,Riverside,1,0,8,3.7,0,298500
402,2233,3,2,2,2,42,1.4,Old Town,0,1,4,1.4,0,228000
403,1013,2,2,2,2,0,1.2,Lakeside,0,0,10,8.8,0,281900
404,2039,1,1,1,2,57,2.7,Riverside,0,0,7,7.3,1,262000
405,1876,3,2,2,0,1,5.8,Hillcrest,0,1,2,3.5,0,238600
406,910,3,2,2,3,7,14.1,Downtown,0,1,3,9.1,0,206800
407,2536,3,2,2,2,25,0.5,Green Valley,0,0,8,1.7,0,415100
408,1413,2,1,3,3,9,6.1,Downtown,0,1,2,2.5,1,313400
409,2176,3,3,1,3,35,0.6,Green Valley,1,0,6,8.3,0,348900
410,1569,5,4,1,0,5,7.8,Riverside,0,1,4,1.5,0,274900
411,2346,4,4,1,1,5,32.8,Green Valley,0,1,10,7.7,0,343500
412,2522,4,3,2,1,14,0.5,Riverside,0,0,3,7.9,1,396500
413,1343,3,3,1,2,22,19.4,Riverside,0,1,3,6.1,0,207000
414,958,5,4,3,2,23,7.8,Riverside,1,0,9,4.7,0,228600
415,1728,2,2,3,1,8,2.0,Lakeside,0,1,10,2.2,1,366600
416,2267,4,2,2,3,38,6.2,Green Valley,0,1,7,6.1,0,350200
417,1596,4,4,1,0,41,12.6,Lakeside,0,0,1,9.6,1,240200
418,1463,3,2,1,2,32,1.5,Green Valley,1,1,3,4.3,0,264000
419,2069,3,2,2,1,14,18.0,Hillcrest,1,1,7,2.6,0,317900
420,500,2,1,3,2,42,6.8,Old Town,0,0,3,5.9,0,86300
421,1434,1,1,1,1,3,3.5,Hillcrest,0,1,10,8.6,0,216100
422,1039,3,3,2,1,41,0.5,Riverside,0,0,10,2.6,0,223600
423,1962,3,2,2,2,58,0.5,Green Valley,1,0,7,2.9,1,349700
424,1395,3,3,1,1,7,0.5,Lakeside,0,0,4,3.1,1,292700
425,1187,3,3,1,1,59,4.7,Hillcrest,0,0,9,3.7,0,178400
426,1605,5,3,1,2,22,19.8,Old Town,0,1,3,4.9,0,197100
427,992,2,1,1,1,58,3.1,Green Valley,0,0,9,8.2,1,129700
428,1793,4,4,2,3,4,6.9,Old Town,0,1,2,5.0,0,269300
429,1425,3,3,2,1,17,9.9,Old Town,0,1,10,8.9,0,165300
430,1592,2,2,2,1,40,2.3,Riverside,0,0,3,7.0,0,227100
431,1406,5,5,2,1,33,11.7,Hillcrest,0,1,3,9.4,0,257000
432,2302,3,2,1,2,28,12.3,Downtown,0,1,6,7.2,1,360800
433,1740,2,1,1,2,20,11.1,Green Valley,0,1,3,6.4,0,257600
434,2088,5,4,1,1,43,11.0,Green Valley,0,0,7,9.2,1,314000
435,2064,3,2,1,1,49,8.7,Riverside,0,1,5,8.3,0,231100
436,1357,4,4,1,2,59,3.8,Riverside,0,0,6,2.7,0,189300
437,2113,4,4,2,0,27,0.5,Riverside,0,1,4,5.7,0,318900
438,1992,4,3,1,1,7,27.9,Lakeside,0,1,1,7.2,0,294700
439,1973,4,3,2,0,24,20.4,Downtown,1,1,4,6.1,1,302100
440,1581,4,3,1,1,41,0.5,Downtown,0,0,7,2.1,0,314300
441,1565,4,2,2,2,47,0.5,Lakeside,1,1,5,1.9,0,336400
442,2232,2,1,2,2,54,13.1,Old Town,0,0,7,4.6,0,222900
443,3000,3,3,2,3,5,2.3,Downtown,0,1,10,9.5,0,539900
444,1343,3,3,3,3,7,8.6,Hillcrest,1,0,5,3.4,1,278200
445,2094,2,1,1,0,35,6.7,Old Town,0,0,8,5.7,0,205100
446,1599,3,2,1,2,21,1.8,Riverside,0,1,3,7.4,1,241700
447,2232,4,4,1,1,38,9.8,Old Town,1,1,7,2.6,0,251600
448,2041,3,2,2,2,55,1.2,Hillcrest,0,0,5,6.4,1,312400
449,2383,3,3,1,3,2,0.5,Downtown,0,1,10,6.3,0,441200
450,500,3,3,3,2,31,1.6,Lakeside,0,1,10,1.5,0,213000
451,1469,3,2,2,2,9,2.2,Lakeside,0,1,10,4.3,0,326100
452,1256,4,3,1,2,30,4.6,Old Town,0,0,7,3.4,1,216500
453,1741,5,4,1,1,55,3.2,Downtown,0,0,1,3.5,1,284400
454,1402,3,2,2,1,42,1.4,Lakeside,0,0,6,3.1,0,286500
455,1447,3,2,2,3,16,22.3,Downtown,0,0,7,4.3,1,279400
456,2175,3,3,2,0,30,4.6,Downtown,1,0,3,2.0,0,366400
457,2846,5,5,3,1,19,9.4,Riverside,0,1,4,1.0,1,449100
458,500,5,3,2,3,58,1.1,Old Town,0,0,7,4.4,0,174500
459,1629,3,2,2,0,27,2.1,Lakeside,0,1,10,6.2,0,317900
460,1972,4,2,2,2,49,0.9,Hillcrest,0,1,1,6.7,0,216900
461,1803,3,3,1,3,53,5.1,Downtown,0,0,6,7.2,0,307800
462,1610,5,3,1,1,14,3.9,Riverside,0,1,4,7.3,0,269700
463,1056,4,3,2,1,19,7.2,Lakeside,0,0,6,1.8,0,257200
464,1282,5,3,2,0,49,2.4,Hillcrest,0,0,10,7.9,1,233500
465,2199,3,2,2,0,46,24.9,Hillcrest,0,1,6,4.9,0,251700
466,2392,3,3,2,3,55,27.7,Downtown,0,0,1,9.4,0,287700
467,1853,4,3,1,1,41,7.8,Green Valley,0,1,8,8.3,1,287900
468,1340,3,3,1,1,11,15.9,Hillcrest,0,1,6,7.7,1,255400
469,1853,4,3,1,0,38,5.8,Green Valley,0,0,7,7.8,0,275300
470,1668,3,3,3,2,39,9.4,Hillcrest,1,0,10,7.5,0,229200
471,2100,3,3,2,2,33,2.7,Green Valley,0,1,2,3.5,0,321900
472,1865,3,2,2,3,51,15.8,Old Town,0,0,7,8.4,0,169200
473,1458,5,4,3,1,15,1.3,Old Town,1,0,1,3.6,1,235300
474,1905,3,2,1,1,14,7.1,Hillcrest,0,0,6,5.1,0,257500
475,1151,2,2,1,0,16,1.1,Downtown,0,1,1,7.7,0,158700
476,2251,5,5,2,0,28,28.2,Riverside,1,0,6,6.7,1,326000
477,2450,2,2,1,1,47,15.7,Downtown,1,0,9,1.1,1,381200
478,1152,2,1,1,0,20,3.5,Hillcrest,0,1,5,4.7,0,172900
479,2032,3,3,2,3,14,0.5,Green Valley,0,1,8,2.1,0,369000
480,1255,4,3,2,1,52,3.9,Old Town,0,0,6,4.6,1,163500
481,2389,6,3,1,2,27,20.5,Downtown,1,0,4,6.8,0,374000
482,2297,2,2,1,1,17,2.7,Riverside,0,1,8,1.1,1,331000
483,1673,2,1,3,0,44,0.5,Riverside,1,1,2,5.1,0,231400
484,2347,6,6,2,1,58,0.6,Old Town,0,1,10,4.3,0,294100
485,1563,3,2,2,2,23,1.4,Downtown,0,1,6,7.4,0,258500
486,1446,5,3,2,2,56,0.5,Hillcrest,0,1,5,2.5,0,230800
487,1487,3,3,2,2,28,3.5,Old Town,1,1,3,3.4,1,243600
488,1723,3,3,1,2,16,7.6,Green Valley,0,1,2,2.0,0,272000
489,1622,5,3,2,1,34,0.5,Green Valley,1,0,5,6.2,0,307800
490,1885,2,1,2,1,3,2.7,Downtown,0,1,4,3.1,1,383700
491,1462,3,2,1,1,45,3.3,Hillcrest,0,1,7,4.3,0,200700
492,2221,3,3,2,2,40,0.5,Green Valley,1,1,1,4.5,0,360700
493,2362,3,3,1,3,45,14.5,Lakeside,0,0,3,9.7,0,305300
494,1527,2,2,3,0,8,8.0,Lakeside,0,1,8,3.5,1,326100
495,1015,3,3,1,2,45,4.3,Lakeside,0,1,2,5.8,0,191000
496,2198,2,2,2,1,48,3.8,Old Town,0,0,10,5.8,1,228600
497,2426,3,2,2,2,6,2.0,Old Town,0,1,6,9.1,1,311700
498,1710,4,4,2,1,12,5.6,Downtown,0,1,7,6.4,1,326400
499,1092,3,3,1,2,21,1.2,Riverside,0,1,2,6.4,1,189000
500,1947,2,2,3,1,51,8.1,Riverside,0,0,6,6.0,0,245800
501,2639,4,4,2,3,43,1.5,Downtown,0,1,10,1.5,0,478500
502,768,4,4,2,1,15,4.6,Downtown,1,1,10,5.4,0,269200
503,2063,2,1,1,2,37,6.7,Riverside,0,1,6,1.4,0,271600
504,1628,3,3,1,0,34,5.1,Lakeside,0,0,9,4.1,0,316100
505,1329,6,4,3,3,58,12.6,Hillcrest,0,1,8,9.5,0,215900
506,2074,4,3,1,1,23,4.1,Lakeside,0,0,3,7.8,0,332000
507,1086,3,3,1,2,50,23.4,Green Valley,0,0,9,5.0,1,168600
508,1963,3,2,1,1,28,3.7,Green Valley,0,0,6,1.8,0,320000
509,2522,2,1,1,3,21,8.4,Lakeside,0,1,6,8.9,0,391900
510,1897,1,1,2,3,3,1.2,Hillcrest,0,1,8,5.5,1,305600
511,1318,2,2,2,1,34,4.8,Hillcrest,0,0,6,3.2,0,220700
512,821,3,2,2,2,13,5.4,Downtown,0,0,9,9.7,0,211300
513,1095,3,2,3,1,14,5.4,Riverside,0,0,1,3.0,0,177200
514,787,2,2,2,3,26,4.4,Lakeside,0,1,9,3.4,0,227400
515,2680,3,2,3,0,19,1.5,Hillcrest,0,1,9,2.9,0,366200
516,1663,3,2,1,2,15,9.5,Riverside,0,0,1,7.8,0,265700
517,1225,4,4,2,1,0,1.4,Lakeside,1,1,5,1.8,0,329300
518,1086,5,4,2,1,58,19.5,Riverside,0,1,2,7.1,1,159400
519,1213,5,3,3,2,15,3.3,Downtown,1,1,8,3.7,0,338100
520,1615,3,2,1,0,29,2.1,Downtown,0,1,2,2.6,1,267200
521,1095,5,4,1,1,8,4.3,Downtown,0,0,9,2.4,1,273600
522,2722,4,4,1,3,5,6.7,Lakeside,0,0,10,9.8,1,524400
523,1389,2,1,1,2,58,1.5,Lakeside,1,1,1,1.8,1,231900
524,1370,2,1,1,1,37,37.6,Green Valley,0,1,6,6.0,0,143100
525,1969,4,4,2,0,1,13.8,Old Town,0,1,8,2.2,0,273300
526,2598,4,2,1,1,22,8.8,Lakeside,0,1,7,4.4,0,421200
527,2528,4,3,1,0,40,3.7,Green Valley,0,1,9,3.3,1,412400
528,1532,3,3,2,2,22,3.1,Downtown,1,0,6,8.0,0,274900
529,1940,4,2,1,2,16,0.5,Green Valley,0,1,8,7.4,1,370600
530,1882,4,3,3,1,41,29.0,Lakeside,0,0,9,2.4,1,328600
531,2091,4,3,1,0,8,1.5,Lakeside,0,1,8,1.7,0,410000
532,1941,2,2,1,2,5,2.6,Hillcrest,0,1,1,4.3,0,279500
533,1281,3,3,1,3,31,5.1,Downtown,0,0,5,4.6,1,292600
534,1107,3,3,1,1,26,20.5,Riverside,1,0,10,5.6,0,212300
535,1897,3,2,1,2,23,8.3,Lakeside,0,1,3,6.7,0,292800
536,1149,3,2,2,0,31,0.7,Green Valley,0,0,2,1.5,0,212800
537,2550,2,2,1,2,56,3.5,Downtown,0,1,6,4.9,0,365600
538,1822,4,4,1,2,41,13.7,Riverside,0,0,8,1.9,0,251800
539,1236,3,2,1,2,45,10.2,Hillcrest,0,1,7,3.9,0,193500
540,1623,5,3,1,2,5,2.2,Downtown,0,0,2,6.4,1,344200
541,1521,1,1,1,1,34,7.5,Hillcrest,0,1,7,10.0,1,171800
542,1728,2,2,2,0,1,7.7,Green Valley,0,1,4,3.3,1,291400
543,2320,2,1,1,1,45,3.3,Downtown,0,1,9,4.8,1,357300
544,1006,5,3,2,1,31,18.9,Old Town,0,1,5,1.1,0,136000
545,773,3,2,1,0,35,10.5,Riverside,0,1,7,5.1,0,101800
546,1986,4,3,2,2,27,15.0,Downtown,1,1,10,2.8,0,404900
547,1702,2,2,2,3,8,22.2,Lakeside,0,0,9,3.3,0,317200
548,1890,4,2,1,1,14,10.8,Green Valley,0,0,10,7.3,0,278800
549,2045,2,2,1,0,19,4.2,Green Valley,0,0,2,2.6,0,256800
550,1700,5,5,2,2,31,24.9,Hillcrest,0,0,6,2.5,0,262400
551,2240,3,2,3,1,46,10.1,Old Town,0,1,3,4.6,1,237900
552,1309,5,4,2,2,0,11.4,Hillcrest,1,1,4,1.2,0,275200
553,1835,4,4,2,3,30,8.0,Riverside,0,1,6,7.5,0,288900
554,1343,4,3,2,2,14,2.2,Hillcrest,1,1,2,4.1,1,272700
555,1179,2,2,1,2,12,5.9,Downtown,0,1,6,9.7,1,257400
556,2138,4,4,1,2,55,1.0,Riverside,0,1,9,8.5,0,346300
557,2113,4,2,2,2,14,21.7,Old Town,0,0,3,4.5,1,228100
558,732,4,2,2,3,35,3.0,Old Town,0,1,8,6.8,0,131400
559,1183,4,4,2,1,40,0.5,Riverside,0,1,1,8.5,0,204600
560,1961,5,3,2,3,9,1.7,Riverside,0,1,9,6.8,0,387100
561,2389,4,2,2,2,31,2.1,Lakeside,0,1,1,6.3,1,422600
562,1434,4,2,2,2,45,1.2,Riverside,0,0,8,8.5,0,243400
563,1699,3,3,3,1,12,1.8,Riverside,0,0,4,1.1,0,318100
564,1023,3,2,2,2,27,1.7,Hillcrest,1,1,7,7.8,0,206100
565,3181,4,3,2,3,56,7.1,Old Town,0,0,10,1.7,0,338100
566,2061,4,4,2,0,41,2.1,Hillcrest,1,0,4,4.8,0,321700
567,2292,4,2,2,2,2,9.7,Hillcrest,1,0,8,2.0,0,361900
568,2162,2,1,2,2,34,0.9,Hillcrest,0,1,2,6.2,1,301600
569,2313,3,3,2,1,2,30.9,Green Valley,0,1,5,2.2,0,327800
570,2134,4,3,2,2,0,4.8,Riverside,0,0,1,5.8,0,323400
571,1616,3,2,2,3,57,2.0,Hillcrest,0,1,7,1.9,0,262100
572,2209,5,4,2,2,39,7.6,Hillcrest,1,1,1,2.8,0,353900
573,1844,6,6,1,3,25,16.4,Lakeside,0,1,4,4.0,1,412700
574,2513,5,3,1,1,53,1.5,Green Valley,0,1,8,3.8,1,380000
575,1395,4,2,2,0,18,2.1,Old Town,1,1,9,5.8,1,246000
576,1502,4,2,1,2,11,1.9,Old Town,1,0,3,5.7,0,227000
577,2164,4,3,2,2,19,13.7,Old Town,0,0,9,8.1,0,238900
578,2504,2,2,1,2,33,7.1,Downtown,0,1,3,4.2,0,346000
579,1880,3,3,2,2,22,14.2,Green Valley,0,0,8,2.5,1,338900
580,1408,1,1,3,0,23,11.3,Downtown,0,0,4,9.7,0,219600
581,1735,4,2,3,0,10,0.5,Green Valley,0,1,3,3.1,0,285800
582,1526,5,4,1,1,8,13.4,Riverside,1,1,3,3.7,0,282200
583,2843,1,1,2,1,11,40.0,Hillcrest,0,0,6,2.0,1,297300
584,2294,2,1,2,3,44,1.5,Riverside,0,1,5,6.6,0,288700
585,2495,2,1,1,2,40,9.7,Hillcrest,0,0,2,8.8,0,288000
586,1966,4,4,1,3,8,6.1,Riverside,0,0,4,3.8,0,317600
587,1495,3,3,2,2,12,1.3,Riverside,0,1,9,4.3,0,274700
588,2445,2,1,1,1,16,1.1,Riverside,0,1,6,9.9,1,329100
589,2710,3,3,2,1,18,19.3,Green Valley,0,1,2,4.0,0,333400
590,2120,3,2,3,1,19,5.8,Old Town,0,0,3,9.5,0,251200
591,1787,3,2,2,0,12,5.6,Lakeside,0,1,6,5.6,1,307900
592,2395,3,3,2,1,23,6.0,Green Valley,0,1,8,6.1,0,346500
593,1596,4,3,1,3,44,1.5,Old Town,0,0,5,3.5,1,199500
594,2220,2,2,1,3,29,0.6,Old Town,0,0,1,9.2,0,233300
595,1409,3,2,2,2,35,2.1,Lakeside,0,1,10,7.7,0,299800
596,1266,1,1,2,0,41,5.5,Hillcrest,0,1,4,5.8,0,148700
597,2112,6,3,1,1,7,6.7,Riverside,0,0,10,7.1,1,380000
598,1986,2,2,2,2,38,4.7,Green Valley,1,1,5,1.9,1,329800
599,2847,3,2,2,1,41,0.8,Hillcrest,1,0,9,1.9,1,393100
600,1646,6,5,2,1,16,5.9,Green Valley,0,1,6,5.7,0,312300
601,1813,3,3,2,2,25,1.6,Green Valley,0,0,8,8.5,0,289800
602,1173,3,2,2,1,28,3.6,Old Town,0,0,8,4.8,0,185700
603,772,4,4,3,2,8,0.5,Old Town,0,1,3,7.9,0,193000
604,821,3,3,2,1,34,5.3,Downtown,0,1,10,9.9,0,184200
605,2055,3,3,2,2,9,11.2,Lakeside,0,1,10,5.9,0,374300
606,1153,4,3,1,2,36,7.3,Green Valley,0,0,4,5.6,0,201200
607,2420,4,3,2,2,44,6.2,Riverside,0,0,2,9.8,0,300700
608,2582,4,4,2,0,29,28.4,Hillcrest,0,0,2,2.0,0,309700
609,1643,2,2,1,2,20,13.5,Green Valley,0,1,3,9.1,1,274000
610,2712,4,3,2,1,53,5.6,Downtown,0,1,6,6.2,0,406900
611,1925,5,5,2,1,58,3.4,Downtown,0,0,9,3.5,1,356000
612,2419,2,2,1,2,58,2.8,Old Town,0,1,4,7.7,1,224400
613,1676,4,3,2,0,50,1.8,Old Town,0,0,5,6.2,0,204300
614,2328,3,3,1,0,54,3.6,Hillcrest,1,0,1,8.3,0,270600
615,1281,4,2,2,1,31,2.0,Hillcrest,0,0,9,3.0,1,237100
616,2142,2,1,2,3,47,15.6,Hillcrest,0,0,10,5.9,0,273600
617,1547,2,1,1,0,46,9.2,Old Town,0,0,1,7.8,0,145800
618,1728,3,2,1,2,24,1.6,Hillcrest,1,0,4,3.6,0,225700
619,2147,4,4,1,2,47,19.1,Riverside,0,1,8,4.0,0,308600
620,1895,3,2,1,2,41,1.4,Hillcrest,1,1,10,7.3,0,300900
621,1759,3,3,1,2,24,27.4,Riverside,0,0,2,1.9,0,240500
622,2200,4,2,1,1,22,4.0,Old Town,0,1,2,6.9,0,238700
623,2242,2,1,1,1,15,0.5,Green Valley,0,1,2,3.0,0,346100
624,1038,3,2,1,2,13,5.4,Downtown,0,1,3,6.6,0,208900
625,2107,3,3,1,1,59,8.2,Green Valley,0,0,2,2.7,1,262100
626,2169,3,3,2,0,25,1.5,Lakeside,0,1,10,3.1,0,384300
627,1387,4,2,2,2,17,10.5,Green Valley,0,1,8,7.8,0,265100
628,2012,4,3,1,0,56,2.7,Green Valley,0,0,9,4.8,1,318800
629,1072,2,1,2,1,26,4.4,Lakeside,0,1,6,7.9,0,189800
630,2592,2,1,1,0,20,34.4,Riverside,0,0,10,5.5,0,287500
631,1669,4,3,2,0,34,9.6,Green Valley,1,0,2,4.4,0,214700
632,1757,3,2,2,1,35,4.1,Lakeside,0,0,6,2.4,1,359800
633,2459,2,2,3,2,49,19.3,Lakeside,0,1,7,8.1,0,335200
634,1721,2,2,1,2,23,2.8,Downtown,1,1,1,7.8,1,290100
635,2129,3,2,1,2,16,12.3,Riverside,0,0,9,6.5,0,334700
636,1224,4,4,2,2,46,3.4,Riverside,0,0,10,9.0,1,239300
637,1487,2,1,1,2,14,14.6,Green Valley,0,1,3,7.7,0,205600
638,1034,6,3,1,0,3,8.2,Downtown,0,0,4,5.6,0,262100
639,1685,1,1,2,0,2,4.7,Lakeside,0,1,3,8.9,0,280300
640,2367,4,4,3,1,35,19.8,Lakeside,0,1,5,4.8,0,379700
641,1923,4,4,2,1,4,6.2,Green Valley,0,0,2,9.2,0,306800
642,2286,3,2,2,1,26,0.7,Old Town,0,0,9,2.2,0,252900
643,1236,3,2,1,1,22,2.7,Old Town,1,1,6,1.3,0,189400
644,1314,3,3,2,2,25,1.0,Old Town,1,0,1,6.4,0,220100
645,1544,3,2,3,2,50,7.2,Hillcrest,0,1,3,2.4,0,210500
646,2115,5,4,1,1,26,8.8,Old Town,0,1,4,9.6,0,210200
647,1996,3,3,1,2,39,17.2,Downtown,0,1,4,9.5,0,239800
648,1792,3,2,1,1,32,9.5,Hillcrest,0,0,2,4.8,0,215500
649,2142,3,2,2,2,40,7.6,Green Valley,0,1,6,1.5,1,319100
650,1717,6,3,3,1,4,16.9,Hillcrest,0,1,8,9.8,0,285300
651,1788,3,2,3,2,29,15.2,Old Town,0,1,3,4.7,0,183300
652,2518,2,2,1,1,13,1.2,Hillcrest,0,0,8,5.5,0,366800
653,1478,5,4,1,0,12,40.0,Riverside,1,1,1,4.1,1,199000
654,1900,2,1,2,0,41,5.5,Old Town,1,1,10,3.7,0,253400
655,2687,4,3,1,0,28,8.4,Downtown,0,1,2,3.6,0,419600
656,1856,4,4,3,2,50,6.2,Riverside,0,0,8,3.9,0,293900
657,2189,5,5,1,2,3,6.3,Hillcrest,0,1,10,7.1,0,360900
658,1466,3,2,1,2,50,1.1,Green Valley,0,0,9,4.2,0,204700
659,2876,5,3,1,0,52,7.5,Hillcrest,1,1,1,7.7,0,337400
660,563,2,2,3,0,41,5.2,Old Town,0,1,4,7.4,0,74800
661,1176,4,4,1,1,32,13.3,Downtown,0,0,4,8.3,0,187900
662,1220,3,3,3,0,8,0.5,Downtown,0,1,3,1.9,0,256500
663,2691,3,2,1,2,57,12.6,Riverside,0,1,7,9.2,0,297000
664,1994,4,3,2,3,39,4.2,Hillcrest,0,1,5,8.5,0,278000
665,1656,4,3,1,2,58,11.4,Lakeside,0,1,3,3.9,1,283300
666,1095,3,2,3,2,37,13.5,Green Valley,0,0,2,2.2,0,169200
667,2000,3,2,3,1,3,8.1,Green Valley,0,0,5,9.1,0,326400
668,1863,4,3,3,1,7,13.2,Old Town,0,1,6,5.5,0,274800
669,1419,3,2,1,2,50,9.3,Green Valley,1,0,9,4.9,1,247300
670,980,2,1,1,1,10,5.2,Riverside,0,1,7,9.3,0,178600
671,1193,3,2,3,2,24,3.4,Lakeside,0,0,10,4.5,0,293300
672,1917,4,4,2,3,22,4.2,Lakeside,0,1,7,8.7,0,387100
673,1971,2,1,1,0,42,21.4,Green Valley,0,0,6,9.3,0,207200
674,1840,3,2,2,1,14,2.0,Old Town,0,1,4,7.7,0,218500
675,1717,4,3,3,3,2,12.6,Lakeside,1,0,2,2.1,0,367100
676,827,4,2,1,3,42,2.3,Riverside,0,0,9,9.2,0,176000
677,1827,3,2,2,0,41,8.5,Hillcrest,0,0,5,3.9,0,208400
678,1232,2,2,1,0,4,0.6,Riverside,0,1,5,3.4,0,212100
679,1823,1,1,1,3,53,9.7,Lakeside,0,0,1,6.8,0,198800
680,2056,3,2,2,2,2,11.5,Lakeside,0,1,2,5.4,0,388800
681,1428,4,2,1,2,38,12.9,Old Town,0,0,6,7.4,0,173400
682,1237,3,2,2,2,41,7.9,Green Valley,0,0,10,9.9,0,228600
683,2346,5,3,1,0,33,15.0,Green Valley,0,0,2,10.0,0,274400
684,1993,4,3,2,3,47,6.4,Downtown,1,0,8,5.2,0,362700
685,1450,3,3,1,2,15,1.1,Riverside,0,0,4,6.8,1,262500
686,500,4,4,2,2,15,0.5,Downtown,0,1,9,8.2,1,228500
687,1773,3,3,1,1,45,11.0,Riverside,0,1,6,5.6,1,262300
688,2146,5,4,1,2,58,6.4,Old Town,0,1,10,8.7,1,278700
689,2417,3,2,1,2,1,2.1,Riverside,0,1,5,4.5,1,390200
690,1427,1,1,2,2,21,22.2,Hillcrest,0,1,7,7.6,1,192000
691,1446,6,4,1,2,21,6.6,Downtown,0,1,3,1.6,0,293100
692,1556,3,3,1,2,2,14.5,Riverside,0,1,4,9.6,1,255700
693,2261,5,4,3,1,13,8.6,Lakeside,0,1,7,3.8,0,437800
694,1154,2,2,1,2,48,9.5,Downtown,1,0,8,5.0,1,226400
695,1738,2,2,1,2,6,8.8,Old Town,0,1,8,6.9,0,245600
696,1291,3,2,2,0,41,14.0,Lakeside,1,0,5,3.4,0,209900
697,1948,5,5,1,1,44,3.8,Riverside,0,1,5,1.2,0,315100
698,945,2,2,2,1,9,1.2,Hillcrest,0,0,9,2.4,0,197500
699,2007,3,2,2,0,20,9.1,Downtown,1,1,8,8.5,0,341500
700,1527,4,4,2,2,3,8.0,Downtown,0,0,4,6.8,0,311500
